PeakID (cmd=annotatePeaks.pl ESR1_T2E.macsPeaks.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MACS_peak_95	chr1	31771725	31772102	+	103.20	NA	intron (NM_001282566, intron 1 of 6)	NA	2084	NM_001282567	51538	Hs.524094	NM_016505	ENSG00000121766	ZCCHC17	HSPC251|PS1D|pNO40	zinc finger CCHC-type containing 17	protein-coding
MACS_peak_3792	chr3	185273850	185274488	+	103.16	NA	Intergenic	NA	-3793	NM_139248	200879	Hs.68864	NM_139248	ENSG00000163898	LIPH	AH|ARWH2|HYPT7|LAH2|LPDLR|PLA1B|mPA-PLA1	lipase H	protein-coding
MACS_peak_3085	chr20	33059796	33060398	+	103.11	NA	intron (NM_031483, intron 16 of 24)	NA	5967	NR_030374	693229		NR_030374	ENSG00000207997	MIR644A	MIR644|MIRN644|hsa-mir-644|hsa-mir-644a	microRNA 644a	ncRNA
MACS_peak_2050	chr16	85492378	85492962	+	103.08	NA	Intergenic	NA	-152345	NM_001134473	23199	Hs.461647	NM_014615	ENSG00000131149	GSE1	CRHSP24|KIAA0182	Gse1 coiled-coil protein	protein-coding
MACS_peak_3964	chr4	125898811	125899415	+	102.92	NA	Intergenic	NA	-265226	NM_020337	57182	Hs.480694	NM_020337	ENSG00000151458	ANKRD50	-	ankyrin repeat domain 50	protein-coding
MACS_peak_455	chr10	6338667	6339107	+	102.92	NA	Intergenic	NA	-29620	NR_040079	399715		NR_040079	ENSG00000215244	LINC02649	-	long intergenic non-protein coding RNA 2649	ncRNA
MACS_peak_2188	chr17	46127829	46128220	+	102.92	NA	5' UTR (NM_003204, exon 2 of 6)	NA	2303	NM_003204	4779	Hs.514284	NM_003204	ENSG00000082641	NFE2L1	LCR-F1|NRF1|TCF11	nuclear factor, erythroid 2 like 1	protein-coding
MACS_peak_2295	chr17	77818221	77818713	+	102.91	NA	Intergenic	NA	-5228	NM_003655	8535	Hs.405046	NM_003655	ENSG00000141582	CBX4	NBP16|PC2	chromobox 4	protein-coding
MACS_peak_5286	chrX	40017415	40017907	+	102.91	NA	intron (NM_001123384, intron 1 of 13)	NA	18869	NM_001123384	54880	Hs.659681	NM_017745	ENSG00000183337	BCOR	ANOP2|MAA2|MCOPS2	BCL6 corepressor	protein-coding
MACS_peak_611	chr10	79266995	79267709	+	102.90	NA	intron (NM_001322832, intron 1 of 27)	NA	130214	NM_001322837	3778	Hs.144795	NM_002247	ENSG00000156113	KCNMA1	BKTM|CADEDS|KCa1.1|MaxiK|PNKD3|SAKCA|SLO|SLO-ALPHA|SLO1|bA205K10.1|hSlo|mSLO1	potassium calcium-activated channel subfamily M alpha 1	protein-coding
MACS_peak_2343	chr18	13394978	13395345	+	102.90	NA	intron (NM_181482, intron 3 of 5)	NA	32372	NR_040031	100288122	Hs.646264	NR_040031	ENSG00000267690	LDLRAD4-AS1	-	LDLRAD4 antisense RNA 1	ncRNA
MACS_peak_5214	chr9	131883522	131884015	+	102.80	NA	intron (NM_001271832, intron 2 of 8)	NA	9801	NM_001193397	5524	Hs.400740	NM_021131	ENSG00000119383	PTPA	PP2A|PPP2R4|PR53	protein phosphatase 2 phosphatase activator	protein-coding
MACS_peak_1136	chr12	78780516	78781098	+	102.78	NA	Intergenic	NA	-27281	NR_135021	105369860	Hs.156898	NR_135021	ENSG00000258220	LINC02424	-	long intergenic non-protein coding RNA 2424	ncRNA
MACS_peak_5233	chr9	137287235	137288094	+	102.78	NA	intron (NM_001291920, intron 1 of 9)	NA	-10742	NM_001291921	6256	Hs.590886	NM_002957	ENSG00000186350	RXRA	NR2B1	retinoid X receptor alpha	protein-coding
MACS_peak_1565	chr14	96583613	96584155	+	102.77	NA	Intergenic	NA	78185	NM_001282463	56967	Hs.6434	NM_020215	ENSG00000227051	C14orf132	C14orf88	chromosome 14 open reading frame 132	protein-coding
MACS_peak_925	chr11	75287430	75288116	+	102.63	NA	Intergenic	NA	-6468	NR_145823	105369391	Hs.689687	NR_145823	ENSG00000255326	LOC105369391	-	uncharacterized LOC105369391	ncRNA
MACS_peak_927	chr11	75543005	75543861	+	102.62	NA	intron (NM_003369, intron 1 of 14)	NA	17178	NM_003369	7405	Hs.202470	NM_003369	ENSG00000198382	UVRAG	DHTX|VPS38|p63	UV radiation resistance associated	protein-coding
MACS_peak_5301	chrX	54489927	54490422	+	102.59	NA	intron (NM_004463, intron 8 of 17)	NA	23337	NM_058163	90121	Hs.522662	NM_058163	ENSG00000158526	TSR2	DBA14|DT1P1A10|WGG1	TSR2 ribosome maturation factor	protein-coding
MACS_peak_2825	chr2	121222568	121222958	+	102.57	NA	non-coding (NR_027181, exon 1 of 1)	NA	1162	NR_027181	84931	Hs.334519	NM_032845	ENSG00000280409	LINC01101	-	long intergenic non-protein coding RNA 1101	ncRNA
MACS_peak_2013	chr16	79312721	79313483	+	102.51	NA	Intergenic	NA	321532	NM_005360	4094	Hs.134859	NM_005360	ENSG00000178573	MAF	AYGRP|CCA4|CTRCT21|c-MAF	MAF bZIP transcription factor	protein-coding
MACS_peak_3724	chr3	150032333	150032657	+	102.30	NA	intron (NR_110187, intron 1 of 1)	NA	9039	NR_110186	101928022	Hs.555199	NR_110186		LINC01214	-	long intergenic non-protein coding RNA 1214	ncRNA
MACS_peak_1860	chr16	2840859	2841470	+	102.28	NA	intron (NM_001354586, intron 2 of 6)	NA	1638	NM_001354586	360226	Hs.647401	NM_001135086	ENSG00000215148	PRSS41	TESSP1	serine protease 41	protein-coding
MACS_peak_4706	chr7	140096248	140096603	+	102.23	NA	intron (NM_032295, intron 1 of 11)	NA	1905	NR_156491	84255	Hs.446021	NM_032295	ENSG00000157800	SLC37A3	-	solute carrier family 37 member 3	protein-coding
MACS_peak_2452	chr19	4971427	4972040	+	102.10	NA	intron (NM_001370094, intron 1 of 10)	NA	2609	NM_001370093	23030	Hs.654816	NM_015015	ENSG00000127663	KDM4B	JMJD2B|TDRD14B	lysine demethylase 4B	protein-coding
MACS_peak_1103	chr12	53397949	53398499	+	102.10	NA	Intergenic	NA	-2016	NM_001417	1975	Hs.648394	NM_001417	ENSG00000063046	EIF4B	EIF-4B|PRO1843	eukaryotic translation initiation factor 4B	protein-coding
MACS_peak_4018	chr4	190791599	190792099	+	102.07	NA	intron (NR_149038, intron 2 of 2)	NA	-10821	NR_132380	105377617	Hs.662618	NR_132380	ENSG00000250666	LINC01596	-	long intergenic non-protein coding RNA 1596	ncRNA
MACS_peak_3922	chr4	79472855	79473341	+	102.05	NA	intron (NM_005139, intron 1 of 12)	NA	174	NM_005139	306	Hs.480042	NM_005139	ENSG00000138772	ANXA3	ANX3	annexin A3	protein-coding
MACS_peak_1483	chr14	75814323	75815109	+	102.02	NA	Intergenic	NA	53609	NR_038421	731223	Hs.534624	NR_038421		LINC01220	-	long intergenic non-protein coding RNA 1220	ncRNA
MACS_peak_3475	chr22	43798630	43799227	+	101.98	NA	intron (NR_146918, intron 2 of 3)	NA	2591	NR_146918	105373054		NR_146918	ENSG00000236117	LINC01639	-	long intergenic non-protein coding RNA 1639	ncRNA
MACS_peak_4361	chr6	44225332	44225896	+	101.90	NA	promoter-TSS (NM_001286520)	NA	13	NM_001286511	347734	Hs.182885	NM_178148	ENSG00000157593	SLC35B2	PAPST1|SLL|UGTrel4	solute carrier family 35 member B2	protein-coding
MACS_peak_4695	chr7	131801968	131802584	+	101.83	NA	Intergenic	NA	-143344	NR_134565	101928807	Hs.552131	NR_134565		LOC101928807	-	uncharacterized LOC101928807	ncRNA
MACS_peak_3219	chr20	61733582	61733944	+	101.77	NA	promoter-TSS (NR_003245)	NA	-92	NR_003245	768097	Hs.635159	NR_003245	ENSG00000231133	HAR1B	HAR1R|LINC00065|NCRNA00065	highly accelerated region 1B	ncRNA
MACS_peak_3831	chr3	196519988	196520616	+	101.76	NA	intron (NM_002577, intron 2 of 14)	NA	53574	NM_002577	5062	Hs.518530	NM_002577	ENSG00000180370	PAK2	PAK65|PAKgamma	p21 (RAC1) activated kinase 2	protein-coding
MACS_peak_4861	chr8	91593348	91594193	+	101.75	NA	Intergenic	NA	24521	NR_104062	101937451	Hs.583685	NR_104062	ENSG00000253799	LINC01030	-	long intergenic non-protein coding RNA 1030	ncRNA
MACS_peak_3455	chr22	40046333	40046836	+	101.75	NA	intron (NM_021096, intron 10 of 36)	NA	79826	NM_001003406	8911	Hs.125116	NM_021096	ENSG00000100346	CACNA1I	Cav3.3|ca(v)3.3	calcium voltage-gated channel subunit alpha1 I	protein-coding
MACS_peak_538	chr10	43581476	43582342	+	101.75	NA	intron (NM_020975, intron 1 of 19)	NA	9392	NM_020975	5979	Hs.350321	NM_000323	ENSG00000165731	RET	CDHF12|CDHR16|HSCR1|MEN2A|MEN2B|MTC1|PTC|RET-ELE1	ret proto-oncogene	protein-coding
MACS_peak_2289	chr17	76274705	76275208	+	101.75	NA	promoter-TSS (NR_073178)	NA	-383	NR_073178	100996291	Hs.744493	NR_073178	ENSG00000204277	LINC01993	-	long intergenic non-protein coding RNA 1993	ncRNA
MACS_peak_565	chr10	62480459	62480999	+	101.69	NA	intron (NM_001204403, intron 1 of 43)	NA	12557	NM_001204403	288	Hs.499725	NM_001149	ENSG00000151150	ANK3	ANKYRIN-G|MRT37	ankyrin 3	protein-coding
MACS_peak_2518	chr19	29496260	29496627	+	101.66	NA	intron (NR_040036, intron 3 of 4)	NA	2981	NR_040036	100505835	Hs.176539	NR_040036	ENSG00000267014	LINC01532	-	long intergenic non-protein coding RNA 1532	ncRNA
MACS_peak_2154	chr17	38456905	38457379	+	101.64	NA	exon (NM_001254, exon 10 of 12)	NA	-8290	NM_000964	5914	Hs.654583	NM_000964	ENSG00000131759	RARA	NR1B1|RAR	retinoic acid receptor alpha	protein-coding
MACS_peak_4686	chr7	116167200	116167891	+	101.59	NA	intron (NM_001753, intron 2 of 2)	NA	1129	NM_001172897	857	Hs.74034	NM_001753	ENSG00000105974	CAV1	BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21	caveolin 1	protein-coding
MACS_peak_2966	chr2	216844192	216844914	+	101.55	NA	intron (NM_018000, intron 2 of 4)	NA	33721	NM_018000	55686	Hs.620391	NM_018000	ENSG00000118242	MREG	DSU|WDT2	melanoregulin	protein-coding
MACS_peak_2263	chr17	70513962	70514467	+	101.55	NA	intron (NR_137281, intron 1 of 4)	NA	74729	NR_137281	100499467	Hs.157726	NR_036488	ENSG00000227036	LINC00673	ERRLR01|HI-LNC75|HILNC75|LUCAIR1|SLNCR|SLNCR1	long intergenic non-protein coding RNA 673	ncRNA
MACS_peak_816	chr11	34353744	34354518	+	101.39	NA	intron (NM_145804, intron 1 of 16)	NA	25426	NM_145804	25841	Hs.23361	NM_145804	ENSG00000166016	ABTB2	ABTB2A|BTBD22	ankyrin repeat and BTB domain containing 2	protein-coding
MACS_peak_4004	chr4	169422359	169422980	+	101.38	NA	intron (NM_016081, intron 1 of 20)	NA	4466	NM_016081	23022	Hs.151220	NM_016081	ENSG00000129116	PALLD	CGI-151|CGI151|MYN|PNCA1|SIH002	palladin, cytoskeletal associated protein	protein-coding
MACS_peak_4196	chr5	141343483	141343990	+	101.34	NA	Intergenic	NA	-2666	NM_183399	9604	Hs.483616	NM_004290	ENSG00000013561	RNF14	ARA54|HFB30|HRIHFB2038|TRIAD2	ring finger protein 14	protein-coding
MACS_peak_5266	chrX	16651760	16652164	+	101.22	NA	intron (NM_001144002, intron 14 of 18)	NA	-6754	NR_039762	100616428		NR_039762	ENSG00000265144	MIR548AM	-	microRNA 548am	ncRNA
MACS_peak_4937	chr8	125503504	125503931	+	101.21	NA	intron (NM_032026, intron 11 of 11)	NA	16709	NM_007218	11236	Hs.744151	NM_007218	ENSG00000170881	RNF139	HRCA1|RCA1|TRC8	ring finger protein 139	protein-coding
MACS_peak_621	chr10	80651951	80652574	+	101.20	NA	Intergenic	NA	174943	NR_024429	283050	Hs.309176	NR_015429	ENSG00000224596	ZMIZ1-AS1	-	ZMIZ1 antisense RNA 1	ncRNA
MACS_peak_1800	chr15	93182354	93182716	+	101.17	NA	intron (NM_207446, intron 1 of 2)	NA	16470	NM_207446	400451	Hs.27373	NM_207446	ENSG00000185442	FAM174B	-	family with sequence similarity 174 member B	protein-coding
MACS_peak_1712	chr15	69819827	69820346	+	101.17	NA	Intergenic	NA	-33973	NR_026979	145837	Hs.410126	NR_026979		DRAIC	-	downregulated RNA in cancer, inhibitor of cell invasion and migration	ncRNA
MACS_peak_901	chr11	71159983	71160336	+	101.14	NA	promoter-TSS (NM_001163817)	NA	-682	NM_001360	1717	Hs.503134	NM_001360	ENSG00000172893	DHCR7	SLOS	7-dehydrocholesterol reductase	protein-coding
MACS_peak_2911	chr2	170060419	170060774	+	101.14	NA	exon (NM_004525, exon 42 of 79)	NA	122979	NM_001142271	10170	Hs.179608	NM_005771	ENSG00000073737	DHRS9	3-alpha-HSD|3ALPHA-HSD|RDH-E2|RDH-TBE|RDH15|RDHL|RDHTBE|RETSDR8|SDR9C4	dehydrogenase/reductase 9	protein-coding
MACS_peak_3007	chr2	238231747	238232256	+	101.13	NA	TTS (NM_057166)	NA	90806	NM_057164	1293	Hs.233240	NM_004369	ENSG00000163359	COL6A3	BTHLM1|DYT27|UCMD1	collagen type VI alpha 3 chain	protein-coding
MACS_peak_1040	chr12	11584945	11585440	+	101.09	NA	intron (NR_148969, intron 3 of 4)	NA	-36691	NM_006248	653247	Hs.654486	NM_006248	ENSG00000121335	PRB2	IB-9|PRPPRB1|Ps|cP7	proline rich protein BstNI subfamily 2	protein-coding
MACS_peak_3703	chr3	129597263	129597992	+	101.07	NA	intron (NM_001349269, intron 2 of 7)	NA	14792	NM_001128224	23023	Hs.477547	NM_015008	ENSG00000172765	TMCC1	-	transmembrane and coiled-coil domain family 1	protein-coding
MACS_peak_637	chr10	87375956	87376320	+	101.02	NA	intron (NM_017551, intron 14 of 15)	NA	38650	NR_038986	100507470	Hs.585483	NR_038986	ENSG00000234942	GRID1-AS1	-	GRID1 antisense RNA 1	ncRNA
MACS_peak_3714	chr3	138338875	138339288	+	101.01	NA	intron (NM_001033031, intron 2 of 5)	NA	11190	NM_018147	55179	Hs.173438	NM_018147	ENSG00000158234	FAIM	FAIM1	Fas apoptotic inhibitory molecule	protein-coding
MACS_peak_3459	chr22	41116963	41117571	+	100.96	NA	Intergenic	NA	42085	NM_005297	2847	Hs.248122	NM_005297	ENSG00000128285	MCHR1	GPR24|MCH-1R|MCH1R|SLC-1|SLC1	melanin concentrating hormone receptor 1	protein-coding
MACS_peak_710	chr10	115743179	115743535	+	100.94	NA	Intergenic	NA	-60268	NM_000684	153	Hs.99913	NM_000684	ENSG00000043591	ADRB1	ADRB1R|B1AR|BETA1AR|RHR	adrenoceptor beta 1	protein-coding
MACS_peak_504	chr10	29396887	29397339	+	100.94	NA	Intergenic	NA	-180886	NM_032517	84569	Hs.558572	NM_032517	ENSG00000120563	LYZL1	KAAG648|LYC2|LYZD1|PRO1278|bA534G20.1	lysozyme like 1	protein-coding
MACS_peak_2712	chr2	46361608	46362064	+	100.93	NA	intron (NM_005400, intron 11 of 14)	NA	-162710	NM_001430	2034	Hs.468410	NM_001430	ENSG00000116016	EPAS1	ECYT4|HIF2A|HLF|MOP2|PASD2|bHLHe73	endothelial PAS domain protein 1	protein-coding
MACS_peak_5218	chr9	132111597	132112017	+	100.90	NA	Intergenic	NA	12605	NR_120686	100506119	Hs.624047	NR_120685	ENSG00000233901	LINC01503	-	long intergenic non-protein coding RNA 1503	ncRNA
MACS_peak_3367	chr22	22063805	22064372	+	100.90	NA	intron (NR_130910, intron 2 of 4)	NA	25995	NM_013313	29799	Hs.517436	NM_013313	ENSG00000100027	YPEL1	FKSG3	yippee like 1	protein-coding
MACS_peak_2329	chr18	3402212	3402582	+	100.90	NA	Intergenic	NA	-9528	NM_174886	7050	Hs.373550	NM_003244	ENSG00000177426	TGIF1	HPE4|TGIF	TGFB induced factor homeobox 1	protein-coding
MACS_peak_2606	chr19	55813124	55813613	+	100.90	NA	intron (NM_032430, intron 8 of 18)	NA	18003	NM_032430	84446	Hs.182081	NM_032430	ENSG00000160469	BRSK1	hSAD1	BR serine/threonine kinase 1	protein-coding
MACS_peak_1147	chr12	93518953	93519576	+	100.90	NA	intron (NR_040096, intron 3 of 4)	NA	-48878	NR_120492	102724933	Hs.663947	NR_120492	ENSG00000258171	LINC02412	-	long intergenic non-protein coding RNA 2412	ncRNA
MACS_peak_4305	chr6	31137316	31138135	+	100.90	NA	intron (NM_002701, intron 1 of 4).5	NA	734	NM_002701	5460	Hs.249184	NM_002701	ENSG00000204531	POU5F1	OCT3|OCT4|OTF-3|OTF3|OTF4|Oct-3|Oct-4	POU class 5 homeobox 1	protein-coding
MACS_peak_5063	chr9	84278032	84278792	+	100.90	NA	intron (NM_001303103, intron 4 of 19)	NA	26038	NM_001303104	7088	Hs.197320	NM_005077	ENSG00000196781	TLE1	ESG|ESG1|GRG1	TLE family member 1, transcriptional corepressor	protein-coding
MACS_peak_4108	chr5	70927042	70927505	+	100.90	NA	intron (NM_022132, intron 7 of 16)	NA	44106	NM_001363147	64087	Hs.604789	NM_022132	ENSG00000131844	MCCC2	MCCB	methylcrotonoyl-CoA carboxylase 2	protein-coding
MACS_peak_511	chr10	30097472	30098064	+	100.90	NA	Intergenic	NA	-71903	NM_001323599	6840	Hs.499209	NM_003174	ENSG00000197321	SVIL	-	supervillin	protein-coding
MACS_peak_644	chr10	93882605	93883104	+	100.90	NA	intron (NM_014912, intron 6 of 9)	NA	120182	NM_001178137	22849	Hs.131683	NM_014912	ENSG00000107864	CPEB3	-	cytoplasmic polyadenylation element binding protein 3	protein-coding
MACS_peak_5175	chr9	127032753	127033654	+	100.90	NA	intron (NM_001166168, intron 1 of 9)	NA	-9756	NR_149024	613206	Hs.197071	NM_001033016	ENSG00000235204	LOC613206	-	uncharacterized LOC613206	ncRNA
MACS_peak_1735	chr15	72409715	72410249	+	100.90	NA	promoter-TSS (NM_001172111)	NA	509	NM_006901	4649	Hs.513000	NM_006901	ENSG00000066933	MYO9A	CMS24	myosin IXA	protein-coding
MACS_peak_3870	chr4	8195902	8196791	+	100.90	NA	Intergenic	NA	-4671	NR_134639	54436	Hs.479116	NM_018986	ENSG00000125089	SH3TC1	-	SH3 domain and tetratricopeptide repeats 1	protein-coding
MACS_peak_3371	chr22	23508304	23509027	+	100.90	NA	TTS (NM_001349877)	NA	-14031	NM_021574	613	Hs.517461	NM_004327	ENSG00000186716	BCR	ALL|BCR1|CML|D22S11|D22S662|PHL	BCR activator of RhoGEF and GTPase	protein-coding
MACS_peak_551	chr10	48328831	48329405	+	100.90	NA	intron (NR_134500, intron 2 of 3)	NA	3079	NR_134500	107001062	Hs.576719	NR_134500		LOC107001062	-	uncharacterized LOC107001062	ncRNA
MACS_peak_3636	chr3	66466458	66467040	+	100.90	NA	intron (NM_015541, intron 4 of 18)	NA	84096	NM_015541	26018	Hs.518055	NM_015541	ENSG00000144749	LRIG1	LIG-1|LIG1	leucine rich repeats and immunoglobulin like domains 1	protein-coding
MACS_peak_1419	chr14	62401735	62402144	+	100.90	NA	intron (NM_001367663, intron 1 of 7)	NA	7526	NM_001367663	83851	Hs.404139	NM_031914	ENSG00000139973	SYT16	CHR14SYT|SYT14L|Strep14|syt14r	synaptotagmin 16	protein-coding
MACS_peak_2156	chr17	38470718	38471203	+	100.90	NA	intron (NM_000964, intron 1 of 8)	NA	-3537	NM_001145302	5914	Hs.654583	NM_000964	ENSG00000131759	RARA	NR1B1|RAR	retinoic acid receptor alpha	protein-coding
MACS_peak_4341	chr6	40358252	40358659	+	100.86	NA	TTS (NM_020737)	NA	12379	NR_160960	732253	Hs.180197	NM_001359094		TDRG1	LINC00532|lincRNA-NR_024015	testis development related 1	ncRNA
MACS_peak_1019	chr11	131566449	131567076	+	100.84	NA	intron (NM_001352007, intron 2 of 8)	NA	-33312	NR_126159	101929637	Hs.730330	NM_207432	ENSG00000224795	NTM-AS1	C11orf39	NTM antisense RNA 1	ncRNA
MACS_peak_2976	chr2	218874733	218875360	+	100.84	NA	Intergenic	NA	-24611	NR_034176	285180	Hs.570069	NM_198483	ENSG00000188282	RUFY4	ZFYVE31	RUN and FYVE domain containing 4	protein-coding
MACS_peak_2170	chr17	38843608	38844273	+	100.77	NA	Intergenic	NA	16064	NM_019016	192666	Hs.87383	NM_019016	ENSG00000167916	KRT24	K24|KA24	keratin 24	protein-coding
MACS_peak_3848	chr4	3365977	3366605	+	100.75	NA	intron (NM_002926, intron 3 of 16)	NA	-5634	NM_198227	6002	Hs.527061	NM_002926	ENSG00000159788	RGS12	-	regulator of G protein signaling 12	protein-coding
MACS_peak_1943	chr16	54458652	54459434	+	100.65	NA	Intergenic	NA	-54432	NR_134923	100996345	Hs.112680	NR_134922	ENSG00000261803	LINC02140	-	long intergenic non-protein coding RNA 2140	ncRNA
MACS_peak_3572	chr3	47528692	47529101	+	100.62	NA	Intergenic	NA	-11465	NM_012235	22937	Hs.531789	NM_012235	ENSG00000114650	SCAP	-	SREBF chaperone	protein-coding
MACS_peak_2628	chr2	10981777	10982467	+	100.59	NA	Intergenic	NA	-4284	NM_001282705	10130	Hs.212102	NM_005742	ENSG00000143870	PDIA6	ERP5|P5|TXNDC7	protein disulfide isomerase family A member 6	protein-coding
MACS_peak_707	chr10	115726602	115727061	+	100.57	NA	Intergenic	NA	-76794	NM_000684	153	Hs.99913	NM_000684	ENSG00000043591	ADRB1	ADRB1R|B1AR|BETA1AR|RHR	adrenoceptor beta 1	protein-coding
MACS_peak_2276	chr17	72919535	72920137	+	100.57	NA	promoter-TSS (NM_173477)	NA	-486	NM_173477	124590	Hs.376688	NM_173477	ENSG00000182040	USH1G	ANKS4A|SANS	USH1 protein network component sans	protein-coding
MACS_peak_2984	chr2	223841588	223842220	+	100.40	NA	Intergenic	NA	-74744	NM_080671	23704	Hs.348522	NM_080671	ENSG00000152049	KCNE4	MIRP3	potassium voltage-gated channel subfamily E regulatory subunit 4	protein-coding
MACS_peak_3223	chr20	62460190	62460771	+	100.32	NA	intron (NM_001369741, intron 1 of 4)	NA	2137	NM_001369741	140685	Hs.585028	NM_025224	ENSG00000130584	ZBTB46	BTBD4|BZEL|RINZF|ZNF340|dJ583P15.7|dJ583P15.8	zinc finger and BTB domain containing 46	protein-coding
MACS_peak_5353	chrX	149461687	149462099	+	100.26	NA	Intergenic	NA	65654	NR_031748	100313839		NR_031748	ENSG00000252454	MIR2114	-	microRNA 2114	ncRNA
MACS_peak_1119	chr12	64412866	64413418	+	100.23	NA	intron (NM_020762, intron 4 of 21)	NA	174662	NM_020762	57522	Hs.210751	NM_020762	ENSG00000196935	SRGAP1	ARHGAP13|NMTC2	SLIT-ROBO Rho GTPase activating protein 1	protein-coding
MACS_peak_886	chr11	69623514	69624335	+	100.19	NA	TTS (NM_005247)	NA	10260	NM_005247	2248	Hs.37092	NM_005247	ENSG00000186895	FGF3	HBGF-3|INT2	fibroblast growth factor 3	protein-coding
MACS_peak_2897	chr2	161976027	161976784	+	100.19	NA	Intergenic	NA	-17061	NM_133484	10010	Hs.132257	NM_004180	ENSG00000136560	TANK	I-TRAF|ITRAF|TRAF2	TRAF family member associated NFKB activator	protein-coding
MACS_peak_1559	chr14	96013547	96014251	+	100.15	NA	Intergenic	NA	12512	NM_016417	51218	Hs.744943	NM_016417	ENSG00000182512	GLRX5	C14orf87|FLB4739|GRX5|PR01238|PRO1238|PRSA|SIDBA3|SPAHGC	glutaredoxin 5	protein-coding
MACS_peak_4148	chr5	122188374	122188787	+	100.14	NA	intron (NR_146145, intron 1 of 7)	NA	7272	NM_014035	28966	Hs.483200	NM_014035	ENSG00000064652	SNX24	PRO1284|SBBI31	sorting nexin 24	protein-coding
MACS_peak_3659	chr3	94018520	94018933	+	100.14	NA	Intergenic	NA	236821	NM_022072	63899	Hs.436594	NM_022072	ENSG00000178694	NSUN3	MST077|MSTP077	NOP2/Sun RNA methyltransferase 3	protein-coding
MACS_peak_1680	chr15	60690467	60691022	+	100.07	NA	promoter-TSS (NM_001136015)	NA	-559	NM_001136015	302	Hs.511605	NM_004039	ENSG00000182718	ANXA2	ANX2|ANX2L4|CAL1H|HEL-S-270|LIP2|LPC2|LPC2D|P36|PAP-IV	annexin A2	protein-coding
MACS_peak_2858	chr2	138741253	138741648	+	99.93	NA	intron (NM_006895, intron 2 of 5)	NA	19407	NM_001024075	3176	Hs.42151	NM_006895	ENSG00000150540	HNMT	HMT|HNMT-S1|HNMT-S2|MRT51	histamine N-methyltransferase	protein-coding
MACS_peak_3098	chr20	37230927	37231565	+	99.87	NA	intron (NM_001164431, intron 1 of 14)	NA	794	NM_001164431	343578		NM_001164431	ENSG00000124143	ARHGAP40	C20orf95|dJ1100H13.4	Rho GTPase activating protein 40	protein-coding
MACS_peak_2018	chr16	80871393	80872184	+	99.84	NA	intron (NR_131948, intron 2 of 2)	NA	-33293	NM_152342	124359	Hs.60257	NM_152342	ENSG00000166446	CDYL2	PCCP1	chromodomain Y like 2	protein-coding
MACS_peak_2130	chr17	26859841	26860257	+	99.79	NA	intron (NM_001369369, intron 6 of 8)	NA	9090	NM_003593	8456	Hs.58611	NM_003593	ENSG00000109101	FOXN1	FKHL20|RONU|WHN	forkhead box N1	protein-coding
MACS_peak_284	chr1	162254856	162255477	+	99.78	NA	intron (NM_001164757, intron 2 of 9)	NA	-57170	NR_030283	693141		NR_030283	ENSG00000207729	MIR556	MIRN556|hsa-mir-556|mir-556	microRNA 556	ncRNA
MACS_peak_4654	chr7	98971631	98972064	+	99.78	NA	promoter-TSS (NM_005720)	NA	-506	NM_005720	10095	Hs.489284	NM_005720	ENSG00000130429	ARPC1B	ARC41|PLTEID|p40-ARC|p41-ARC	actin related protein 2/3 complex subunit 1B	protein-coding
MACS_peak_4569	chr7	39663439	39663874	+	99.77	NA	intron (NM_005402, intron 1 of 4)	NA	485	NM_005402	5898	Hs.6906	NM_005402	ENSG00000006451	RALA	RAL	RAS like proto-oncogene A	protein-coding
MACS_peak_1901	chr16	19998905	19999757	+	99.76	NA	Intergenic	NA	85769	NM_001002911	124274	Hs.446875	NM_001002911	ENSG00000180269	GPR139	GPRg1|PGR3	G protein-coupled receptor 139	protein-coding
