PeakID (cmd=annotatePeaks.pl ESR1_T2D.macsPeaks.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MACS_peak_899	chr8	121085506	121085838	+	63.39	NA	Intergenic	NA	-51669	NM_021110	7373	Hs.409662	NM_021110	ENSG00000187955	COL14A1	UND	collagen type XIV alpha 1 chain	protein-coding
MACS_peak_640	chr3	34902949	34903120	+	63.29	NA	Intergenic	NA	532481	NR_110817	101928135	Hs.550715	NR_110817		LOC101928135	-	uncharacterized LOC101928135	ncRNA
MACS_peak_80	chr10	7671529	7671693	+	63.21	NA	intron (NM_001001851, intron 5 of 11)	NA	-9975	NM_032817	80760	Hs.498586	NM_030569	ENSG00000123243	ITIH5	ITI-HC5|PP14776	inter-alpha-trypsin inhibitor heavy chain 5	protein-coding
MACS_peak_813	chr7	2192953	2193161	+	63.13	NA	intron (NM_001304523, intron 9 of 17)	NA	-64370	NR_145797	109623488		NR_145797		SNORA114	-	small nucleolar RNA, H/ACA box 114	snoRNA
MACS_peak_98	chr10	36292654	36292827	+	62.96	NA	Intergenic	NA	225510	NR_110138	102578074		NR_110138	ENSG00000280719	PCAT5	LINC01452|TPCAT-10-36067	prostate cancer associated transcript 5	ncRNA
MACS_peak_557	chr20	34652730	34652903	+	62.96	NA	Intergenic	NA	-13934	NR_027451	647979	Hs.743232	NR_027451	ENSG00000260032	NORAD	LINC00657	non-coding RNA activated by DNA damage	ncRNA
MACS_peak_330	chr16	8516383	8516556	+	62.96	NA	Intergenic	NA	71359	NM_001290098	283953	Hs.150849	NM_001146336	ENSG00000232258	TMEM114	-	transmembrane protein 114	protein-coding
MACS_peak_516	chr2	153751667	153751810	+	62.79	NA	Intergenic	NA	176587	NR_146429	151188	Hs.643580	NM_152522	ENSG00000177917	ARL6IP6	AIP-6|AIP6|PFAAP1	ADP ribosylation factor like GTPase 6 interacting protein 6	protein-coding
MACS_peak_246	chr14	65585036	65585402	+	62.78	NA	Intergenic	NA	-15806	NR_073137	4149	Hs.285354	NM_002382	ENSG00000125952	MAX	bHLHd4	MYC associated factor X	protein-coding
MACS_peak_748	chr5	39586865	39587027	+	62.69	NA	Intergenic	NA	66413	NR_104632	101926940	Hs.436359	NR_104632	ENSG00000271334	LINC02104	-	long intergenic non-protein coding RNA 2104	ncRNA
MACS_peak_760	chr5	113807549	113807724	+	62.63	NA	intron (NR_130785, intron 9 of 12)	NA	38428	NR_103458	3781	Hs.98280	NM_021614	ENSG00000080709	KCNN2	KCa2.2|SK2|SKCA2|SKCa 2|hSK2	potassium calcium-activated channel subfamily N member 2	protein-coding
MACS_peak_24	chr1	67766780	67766955	+	62.63	NA	Intergenic	NA	-6180	NR_047584	3595	Hs.479347	NM_001559	ENSG00000081985	IL12RB2	-	interleukin 12 receptor subunit beta 2	protein-coding
MACS_peak_100	chr10	42364639	42364828	+	62.42	NA	Intergenic	NA	498760	NR_024380	441666	Hs.255729	NR_024380	ENSG00000215146	LOC441666	-	zinc finger protein 91 pseudogene	pseudo
MACS_peak_814	chr7	2378097	2378255	+	62.34	NA	Intergenic	NA	-15545	NM_001362793	8662	Hs.371001	NM_003751	ENSG00000106263	EIF3B	EIF3-ETA|EIF3-P110|EIF3-P116|EIF3S9|PRT1	eukaryotic translation initiation factor 3 subunit B	protein-coding
MACS_peak_108	chr10	62608125	62608302	+	62.30	NA	Intergenic	NA	69977	NM_001786	983	Hs.732435	NM_001786	ENSG00000170312	CDK1	CDC2|CDC28A|P34CDC2	cyclin dependent kinase 1	protein-coding
MACS_peak_172	chr11	120801946	120802123	+	62.30	NA	intron (NM_001282470, intron 12 of 19)	NA	26714	NR_133004	101929208	Hs.662310	NR_133004		LOC101929208	-	uncharacterized LOC101929208	ncRNA
MACS_peak_241	chr14	53261933	53262205	+	62.29	NA	Intergenic	NA	-3744	NM_198066	64841	Hs.478025	NM_198066	ENSG00000100522	GNPNAT1	GNA1|GNPNAT|Gpnat1	glucosamine-phosphate N-acetyltransferase 1	protein-coding
MACS_peak_738	chr5	9944899	9945077	+	62.14	NA	Intergenic	NA	-41052	NR_027112	285692	Hs.651487	NR_027112	ENSG00000249781	LINC02112	-	long intergenic non-protein coding RNA 2112	ncRNA
MACS_peak_663	chr3	127486102	127486280	+	62.14	NA	intron (NM_001003794, intron 3 of 7)	NA	55534	NM_007283	11343	Hs.277035	NM_007283	ENSG00000074416	MGLL	HU-K5|HUK5|MAGL|MGL	monoglyceride lipase	protein-coding
MACS_peak_887	chr8	102132952	102133080	+	62.13	NA	Intergenic	NA	68734	NR_033962	441374	Hs.652045	NR_033962	ENSG00000248599	FLJ42969	-	uncharacterized LOC441374	ncRNA
MACS_peak_536	chr2	196654212	196654436	+	62.07	NA	intron (NM_018897, intron 57 of 64)	NA	132374	NM_020342	57181	Hs.650158	NM_020342	ENSG00000196950	SLC39A10	LZT-Hs2	solute carrier family 39 member 10	protein-coding
MACS_peak_84	chr10	11335282	11335421	+	61.93	NA	intron (NM_001025076, intron 9 of 14)	NA	51322	NR_126062	414196	Hs.729598	NM_001012713		CELF2-AS1	C10orf31	CELF2 antisense RNA 1	ncRNA
MACS_peak_225	chr13	69260137	69260406	+	61.76	NA	Intergenic	NA	199186	NR_038878	338862		NR_038878	ENSG00000281778	LINC00550	-	long intergenic non-protein coding RNA 550	ncRNA
MACS_peak_723	chr4	139193740	139193927	+	61.76	NA	Intergenic	NA	-30330	NM_014331	23657	Hs.390594	NM_014331	ENSG00000151012	SLC7A11	CCBR1|xCT	solute carrier family 7 member 11	protein-coding
MACS_peak_303	chr15	66037820	66038001	+	61.72	NA	intron (NM_001320835, intron 4 of 32)	NA	-26240	NR_039736	100616379		NR_039736	ENSG00000264737	MIR4511	mir-4511	microRNA 4511	ncRNA
MACS_peak_504	chr2	119143808	119143981	+	61.69	NA	Intergenic	NA	-199932	NR_144530	100506797	Hs.116176	NR_144530	ENSG00000226856	THORLNC	THOR	testis associated oncogenic lncRNA	ncRNA
MACS_peak_120	chr10	92738972	92739153	+	61.67	NA	intron (NR_131214, intron 3 of 5)	NA	32005	NR_131214	105378427		NR_131214		XLOC_008559	-	uncharacterized LOC105378427	ncRNA
MACS_peak_850	chr7	95804469	95804645	+	61.56	NA	intron (NM_001160210, intron 11 of 17)	NA	44511	NR_030322	693176		NR_030322	ENSG00000208025	MIR591	MIRN591|hsa-mir-591	microRNA 591	ncRNA
MACS_peak_833	chr7	62493287	62493461	+	61.53	NA	Intergenic	NA	271060	NR_003952	643955	Hs.583308	NR_003952	ENSG00000185037	ZNF733P	ZNF733	zinc finger protein 733, pseudogene	pseudo
MACS_peak_864	chr8	17187230	17187412	+	61.51	NA	intron (NM_004686, intron 7 of 13)	NA	82854	NM_001363173	137492	Hs.343873	NM_152415	ENSG00000155975	VPS37A	HCRP1|PQBP2|SPG53	VPS37A subunit of ESCRT-I	protein-coding
MACS_peak_385	chr17	43430753	43430935	+	61.51	NA	Intergenic	NA	-36458	NM_003954	9020	Hs.404183	NM_003954	ENSG00000006062	MAP3K14	FTDCR1B|HS|HSNIK|NIK	mitogen-activated protein kinase kinase kinase 14	protein-coding
MACS_peak_806	chr6	130145470	130145652	+	61.51	NA	Intergenic	NA	36899	NM_001010876	253582		NM_001010876	ENSG00000203756	TMEM244	C6orf191|bA174C7.4	transmembrane protein 244	protein-coding
MACS_peak_289	chr15	33360194	33360438	+	61.31	NA	promoter-TSS (NM_001103184)	NA	59	NM_001103184	342184	Hs.657649	NM_198500	ENSG00000248905	FMN1	FMN|LD	formin 1	protein-coding
MACS_peak_304	chr15	66252536	66252720	+	61.20	NA	intron (NM_032445, intron 9 of 22)	NA	-79943	NR_036196	100422905		NR_036196	ENSG00000263512	MIR4311	-	microRNA 4311	ncRNA
MACS_peak_131	chr10	116139142	116139326	+	61.20	NA	intron (NM_001351073, intron 1 of 19)	NA	25027	NM_001001936	84632	Hs.501106	NM_032550	ENSG00000169129	AFAP1L2	CTB-1144G6.4|KIAA1914|XB130	actin filament associated protein 1 like 2	protein-coding
MACS_peak_124	chr10	104470576	104470853	+	61.19	NA	intron (NM_004311, intron 1 of 5)	NA	3440	NM_004311	403	Hs.182215	NM_004311	ENSG00000138175	ARL3	ARFL3|JBTS35|RP83	ADP ribosylation factor like GTPase 3	protein-coding
MACS_peak_587	chr20	58031037	58031257	+	61.19	NA	Intergenic	NA	-121417	NM_001199505	116154	Hs.473218	NM_080672	ENSG00000087495	PHACTR3	C20orf101|H17739|PPP1R123|SCAPIN1|SCAPININ	phosphatase and actin regulator 3	protein-coding
MACS_peak_244	chr14	64022421	64022556	+	61.18	NA	Intergenic	NA	-12375	NM_001354926	5529	Hs.334868	NM_006246	ENSG00000154001	PPP2R5E	B56E|B56epsilon	protein phosphatase 2 regulatory subunit B'epsilon	protein-coding
MACS_peak_842	chr7	75870013	75870134	+	61.13	NA	intron (NM_001110199, intron 2 of 15)	NA	38859	NM_001291831	222183	Hs.511025	NM_001039212	ENSG00000177679	SRRM3	-	serine/arginine repetitive matrix 3	protein-coding
MACS_peak_583	chr20	55973621	55973819	+	61.06	NA	intron (NM_017495, intron 3 of 3)	NA	-5608	NR_149006	100291105	Hs.638423	NR_149006	ENSG00000218018	LOC100291105	-	uncharacterized LOC100291105	ncRNA
MACS_peak_452	chr19	42417579	42417764	+	61.04	NA	intron (NM_001365103, intron 1 of 5)	NA	15202	NM_001365103	390937	Hs.590950	NM_001365103	ENSG00000268041	LOC390937	-	ETS domain-containing transcription factor ERF	protein-coding
MACS_peak_895	chr8	113184539	113184736	+	60.92	NA	Intergenic	NA	-471085	NR_031745	100302225		NR_031745	ENSG00000238399	MIR2053	hsa-mir-2053	microRNA 2053	ncRNA
MACS_peak_645	chr3	53880329	53880515	+	60.89	NA	promoter-TSS (NM_018397)	NA	24	NM_018397	55349	Hs.126688	NM_018397	ENSG00000016391	CHDH	-	choline dehydrogenase	protein-coding
MACS_peak_406	chr17	70507698	70507884	+	60.89	NA	intron (NR_137281, intron 1 of 4)	NA	81152	NR_137281	100499467	Hs.157726	NR_036488	ENSG00000227036	LINC00673	ERRLR01|HI-LNC75|HILNC75|LUCAIR1|SLNCR|SLNCR1	long intergenic non-protein coding RNA 673	ncRNA
MACS_peak_53	chr1	173837514	173837816	+	60.82	NA	promoter-TSS (NR_152530)	NA	147	NM_032522	84614	Hs.668497	NM_032522	ENSG00000185278	ZBTB37	D430004I08Rik|ZNF908	zinc finger and BTB domain containing 37	protein-coding
MACS_peak_754	chr5	77157513	77157700	+	60.67	NA	Intergenic	NA	-22874	NR_105012	101929154	Hs.252895	NR_105012		LOC101929154	-	uncharacterized LOC101929154	ncRNA
MACS_peak_233	chr14	20420942	20421130	+	60.59	NA	Intergenic	NA	17269	NM_001004063	79544	Hs.554584	NM_001004063	ENSG00000155249	OR4K1	OR14-19	olfactory receptor family 4 subfamily K member 1	protein-coding
MACS_peak_260	chr14	77928550	77928708	+	60.54	NA	intron (NM_012111, intron 3 of 8)	NA	4193	NM_012111	10598	Hs.204041	NM_012111	ENSG00000100591	AHSA1	AHA1|C14orf3|hAha1|p38	activator of HSP90 ATPase activity 1	protein-coding
MACS_peak_272	chr14	95522859	95523061	+	60.53	NA	Intergenic	NA	76880	NM_001195573	23405	Hs.87889	NM_030621	ENSG00000100697	DICER1	DCR1|Dicer|Dicer1e|GLOW|HERNA|K12H4.8-LIKE|MNG1|RMSE2	dicer 1, ribonuclease III	protein-coding
MACS_peak_36	chr1	117462456	117462699	+	60.53	NA	intron (NM_020440, intron 1 of 8)	NA	10039	NM_020440	5738	Hs.418093	NM_020440	ENSG00000134247	PTGFRN	CD315|CD9P-1|EWI-F|FPRP|SMAP-6	prostaglandin F2 receptor inhibitor	protein-coding
MACS_peak_47	chr1	156586331	156586566	+	60.53	NA	intron (NR_135113, intron 1 of 1)	NA	-2759	NM_021817	60484	Hs.410719	NM_021817	ENSG00000132702	HAPLN2	BRAL1	hyaluronan and proteoglycan link protein 2	protein-coding
MACS_peak_276	chr14	100478714	100478922	+	60.53	NA	intron (NM_001330221, intron 1 of 13)	NA	41059	NM_001330221	51466	Hs.125867	NM_016337	ENSG00000196405	EVL	RNB6	Enah/Vasp-like	protein-coding
MACS_peak_855	chr7	101616384	101616648	+	60.53	NA	intron (NM_001202544, intron 2 of 21)	NA	155610	NM_181552	1523	Hs.191482	NM_001913	ENSG00000257923	CUX1	CASP|CDP|CDP/Cut|CDP1|COY1|CUTL1|CUX|Clox|Cux/CDP|GDDI|GOLIM6|Nbla10317|p100|p110|p200|p75	cut like homeobox 1	protein-coding
MACS_peak_827	chr7	47515256	47515528	+	60.53	NA	intron (NM_022748, intron 4 of 30)	NA	-10991	NR_145813	109623468		NR_145813		SNORD151	-	small nucleolar RNA, C/D box 151	snoRNA
MACS_peak_592	chr21	11084834	11085038	+	60.53	NA	intron (NM_001187, intron 3 of 4)	NA	13989	NM_181704	85317	Hs.545789	NM_181704		BAGE4	CT2.4|MLL3P	BAGE family member 4	protein-coding
MACS_peak_62	chr1	189688834	189689051	+	60.53	NA	Intergenic	NA	756198	NM_001317188	339479	Hs.65765	NM_199051	ENSG00000162670	BRINP3	DBCCR1L|DBCCR1L1|FAM5C	BMP/retinoic acid inducible neural specific 3	protein-coding
MACS_peak_252	chr14	74485679	74485866	+	60.53	NA	promoter-TSS (NM_025057)	NA	219	NM_001321986	957	Hs.655070	NM_001249	ENSG00000187097	ENTPD5	CD39L4|NTPDase-5|PCPH	ectonucleoside triphosphate diphosphohydrolase 5 (inactive)	protein-coding
MACS_peak_745	chr5	29397437	29397619	+	60.49	NA	Intergenic	NA	-1445	NR_104628	101929681	Hs.549659	NR_104628		LINC02064	-	long intergenic non-protein coding RNA 2064	ncRNA
MACS_peak_366	chr16	87756259	87756448	+	60.44	NA	intron (NM_001351938, intron 6 of 10)	NA	43239	NM_001351938	54758	Hs.123450	NM_017566	ENSG00000104731	KLHDC4	-	kelch domain containing 4	protein-coding
MACS_peak_375	chr17	19457818	19458007	+	60.44	NA	intron (NM_018242, intron 6 of 16)	NA	-2961	NR_003022	677882	Hs.658450	NR_003022	ENSG00000266079	SNORA59B	ACA59	small nucleolar RNA, H/ACA box 59B	snoRNA
MACS_peak_197	chr12	84290969	84291146	+	60.39	NA	Intergenic	NA	1015521	NM_182767	55117	Hs.44424	NM_018057	ENSG00000072041	SLC6A15	NTT73|SBAT1|V7-3|hv7-3	solute carrier family 6 member 15	protein-coding
MACS_peak_404	chr17	64168094	64168205	+	60.36	NA	intron (NM_001353129, intron 4 of 26)	NA	19861	NM_001302891	201134	Hs.408676	NM_145036	ENSG00000154240	CEP112	CCDC46|MACOCO	centrosomal protein 112	protein-coding
MACS_peak_955	chr9	131586700	131586890	+	60.29	NA	intron (NM_016390, intron 9 of 11)	NA	5278	NM_016390	51490	Hs.224137	NM_016390	ENSG00000198917	SPOUT1	C9orf114|CENP-32|CENP32|HSPC109	SPOUT domain containing methyltransferase 1	protein-coding
MACS_peak_942	chr9	122364082	122364273	+	60.14	NA	Intergenic	NA	-232464	NM_014618	1620	Hs.532316	NM_014618	ENSG00000078725	BRINP1	DBC1|DBCCR1|FAM5A	BMP/retinoic acid inducible neural specific 1	protein-coding
MACS_peak_240	chr14	50015750	50015907	+	60.14	NA	Intergenic	NA	37270	NM_001030001	6235	Hs.156367	NM_001032	ENSG00000213741	RPS29	DBA13|S29|uS14	ribosomal protein S29	protein-coding
MACS_peak_142	chr11	19818081	19818272	+	60.14	NA	intron (NM_001244963, intron 1 of 39)	NA	-36547	NR_039843	100616426		NR_039843	ENSG00000264309	MIR4694	-	microRNA 4694	ncRNA
MACS_peak_25	chr1	77409951	77410143	+	59.99	NA	intron (NM_001320274, intron 2 of 2)	NA	76882	NM_001320273	81849	Hs.149201	NM_030965	ENSG00000117069	ST6GALNAC5	SIAT7-E|SIAT7E|ST6GalNAcV	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	protein-coding
MACS_peak_931	chr9	101064596	101064788	+	59.99	NA	intron (NM_005458, intron 16 of 18)	NA	-46761	NM_018421	55357	Hs.371016	NM_018421	ENSG00000095383	TBC1D2	PARIS-1|PARIS1|TBC1D2A	TBC1 domain family member 2	protein-coding
MACS_peak_560	chr20	37905288	37905480	+	59.99	NA	Intergenic	NA	-51993	NR_027124	339568	Hs.434319	NR_027124	ENSG00000230324	LINC01734	-	long intergenic non-protein coding RNA 1734	ncRNA
MACS_peak_79	chr10	6794671	6794863	+	59.99	NA	Intergenic	NA	15423	NR_138480	108570035	Hs.568834	NR_138480		LINP1	-	lncRNA in non-homologous end joining pathway 1	ncRNA
MACS_peak_621	chr22	39695844	39695985	+	59.95	NA	Intergenic	NA	14002	NR_000028	116938		NR_000028	ENSG00000209480	SNORD83B	RNU83B|U83B	small nucleolar RNA, C/D box 83B	snoRNA
MACS_peak_732	chr4	169753052	169753275	+	59.94	NA	promoter-TSS (NM_001166110)	NA	-83	NM_001367569	23022	Hs.151220	NM_016081	ENSG00000129116	PALLD	CGI-151|CGI151|MYN|PNCA1|SIH002	palladin, cytoskeletal associated protein	protein-coding
MACS_peak_647	chr3	63000601	63000881	+	59.86	NA	Intergenic	NA	-87623	NR_027104	285401	Hs.211125	NR_027104	ENSG00000244342	LINC00698	-	long intergenic non-protein coding RNA 698	ncRNA
MACS_peak_639	chr3	34304631	34304824	+	59.84	NA	Intergenic	NA	464605	NM_013374	10015	Hs.475896	NM_013374	ENSG00000170248	PDCD6IP	AIP1|ALIX|DRIP4|HP95	programmed cell death 6 interacting protein	protein-coding
MACS_peak_192	chr12	68263589	68263782	+	59.84	NA	Intergenic	NA	-59330	NR_120456	101927922	Hs.450769	NR_120456	ENSG00000255772	LINC01479	HRAT39	long intergenic non-protein coding RNA 1479	ncRNA
MACS_peak_824	chr7	42872381	42872574	+	59.84	NA	Intergenic	NA	78965	NM_001363436	79020	Hs.698120	NM_024054	ENSG00000136197	C7orf25	-	chromosome 7 open reading frame 25	protein-coding
MACS_peak_577	chr20	54743640	54743799	+	59.78	NA	Intergenic	NA	-80069	NM_019888	4159	Hs.248018	NM_019888	ENSG00000124089	MC3R	BMIQ9|MC3|MC3-R|OB20|OQTL	melanocortin 3 receptor	protein-coding
MACS_peak_443	chr19	19174247	19174509	+	59.72	NA	promoter-TSS (NM_001321544)	NA	-425	NM_178526	284439	Hs.303669	NM_178526	ENSG00000181035	SLC25A42	MECREN	solute carrier family 25 member 42	protein-coding
MACS_peak_923	chr9	86178785	86178979	+	59.70	NA	Intergenic	NA	-25566	NM_174938	257019	Hs.127535	NM_174938	ENSG00000172159	FRMD3	4.1O|EPB41L4O|EPB41LO|P410	FERM domain containing 3	protein-coding
MACS_peak_832	chr7	62134863	62135057	+	59.70	NA	Intergenic	NA	629474	NR_003952	643955	Hs.583308	NR_003952	ENSG00000185037	ZNF733P	ZNF733	zinc finger protein 733, pseudogene	pseudo
MACS_peak_395	chr17	56350201	56350395	+	59.70	NA	intron (NM_000250, intron 9 of 11)	NA	7998	NM_000250	4353	Hs.458272	NM_000250	ENSG00000005381	MPO	-	myeloperoxidase	protein-coding
MACS_peak_703	chr4	2421248	2421442	+	59.70	NA	promoter-TSS (NM_001172656)	NA	663	NM_001193282	402160	Hs.443116	NM_001193282	ENSG00000206113	CFAP99	-	cilia and flagella associated protein 99	protein-coding
MACS_peak_365	chr16	86541233	86541419	+	59.63	NA	intron (NR_036444, intron 1 of 3)	NA	1140	NR_036444	400550	Hs.448825	NR_033925	ENSG00000268388	FENDRR	FOXF1-AS1|FOXF1AS1|TCONS_00024240|lincFOXF1|onco-lncRNA-21	FOXF1 adjacent non-coding developmental regulatory RNA	ncRNA
MACS_peak_491	chr2	78416319	78416497	+	59.58	NA	intron (NR_110288, intron 1 of 3)	NA	100552	NR_110287	101927948	Hs.639404	NR_110287	ENSG00000229494	LOC101927948	-	uncharacterized LOC101927948	ncRNA
MACS_peak_612	chr22	30932526	30932721	+	59.55	NA	intron (NM_001353443, intron 2 of 10)	NA	6018	NM_001353441	730005	Hs.505605	NM_001193336	ENSG00000214491	SEC14L6	-	SEC14 like lipid binding 6	protein-coding
MACS_peak_235	chr14	24571776	24571971	+	59.55	NA	intron (NM_001308054, intron 7 of 9)	NA	-7534	NM_001354769	4901	Hs.652297	NM_006177	ENSG00000129535	NRL	D14S46E|NRL-MAF|RP27	neural retina leucine zipper	protein-coding
MACS_peak_660	chr3	115118751	115118946	+	59.55	NA	Intergenic	NA	-223509	NM_002045	2596	Hs.134974	NM_002045	ENSG00000172020	GAP43	B-50|PP46	growth associated protein 43	protein-coding
MACS_peak_475	chr2	26980890	26981081	+	59.55	NA	Intergenic	NA	-6167	NM_017877	54978	Hs.1594	NM_017877	ENSG00000213699	SLC35F6	ANT2BP|C2orf18|TANGO9	solute carrier family 35 member F6	protein-coding
MACS_peak_757	chr5	90998039	90998234	+	59.55	NA	Intergenic	NA	-319002	NR_138072	57561	Hs.24684	NM_020801	ENSG00000113369	ARRDC3	TLIMP	arrestin domain containing 3	protein-coding
MACS_peak_530	chr2	178598344	178598493	+	59.43	NA	intron (NM_001077197, intron 11 of 20)	NA	60368	NR_136171	105373764	Hs.666361	NR_136171	ENSG00000229941	LOC105373764	-	uncharacterized LOC105373764	ncRNA
MACS_peak_691	chr3	181374115	181374311	+	59.41	NA	intron (NR_075093, intron 4 of 4)	NA	46091	NR_075090	347689	Hs.654932	NR_004053		SOX2-OT	NCRNA00043|SOX2OT	SOX2 overlapping transcript	ncRNA
MACS_peak_485	chr2	64880880	64881082	+	59.30	NA	promoter-TSS (NM_014755)	NA	66	NM_014755	9792	Hs.591569	NM_014755	ENSG00000179833	SERTAD2	Sei-2|TRIP-Br2|TRIPBR2	SERTA domain containing 2	protein-coding
MACS_peak_571	chr20	48685078	48685264	+	59.29	NA	Intergenic	NA	-27005	NR_051976	100887755	Hs.195705	NR_051976		TRERNA1	LINC00651|treRNA	translation regulatory long non-coding RNA 1	ncRNA
MACS_peak_559	chr20	37389889	37390086	+	59.26	NA	intron (NM_024855, intron 5 of 8)	NA	12884	NM_024855	79913	Hs.371585	NM_024855	ENSG00000101442	ACTR5	Arp5|INO80M	actin related protein 5	protein-coding
MACS_peak_644	chr3	52280216	52280378	+	59.25	NA	5' UTR (NM_001122870, exon 1 of 9)	NA	114	NM_001122870	132160	Hs.373560	NM_144641	ENSG00000164088	PPM1M	PP2C-eta|PP2CE|PP2Ceta	protein phosphatase, Mg2+/Mn2+ dependent 1M	protein-coding
MACS_peak_333	chr16	8891978	8892342	+	59.19	NA	promoter-TSS (NM_015421)	NA	464	NM_000303	5373	Hs.625732	NM_000303	ENSG00000140650	PMM2	CDG1|CDG1a|CDGS|PMI|PMI1|PMM 2	phosphomannomutase 2	protein-coding
MACS_peak_251	chr14	74223412	74223589	+	59.18	NA	intron (NM_001043318, intron 1 of 11)	NA	-1950	NR_039727	100616158		NR_039727	ENSG00000264741	MIR4505	mir-4505	microRNA 4505	ncRNA
MACS_peak_114	chr10	74862396	74862594	+	59.12	NA	Intergenic	NA	-5763	NM_001142596	5033	Hs.500047	NM_000917	ENSG00000122884	P4HA1	P4HA	prolyl 4-hydroxylase subunit alpha 1	protein-coding
MACS_peak_945	chr9	127025204	127025398	+	59.11	NA	intron (NM_001166168, intron 1 of 9)	NA	-1854	NR_149024	613206	Hs.197071	NM_001033016	ENSG00000235204	LOC613206	-	uncharacterized LOC613206	ncRNA
MACS_peak_211	chr12	119152287	119152457	+	59.05	NA	Intergenic	NA	47112	NR_134999	105370014	Hs.550870	NR_134998	ENSG00000256750	LINC02423	-	long intergenic non-protein coding RNA 2423	ncRNA
MACS_peak_538	chr2	200907050	200907265	+	59.02	NA	Intergenic	NA	-86943	NR_004862	129450	Hs.204619	NM_152382	ENSG00000162971	TYW5	C2orf60|hTYW5	tRNA-yW synthesizing protein 5	protein-coding
MACS_peak_398	chr17	59476379	59477491	+	58.95	NA	promoter-TSS (NM_005994)	NA	32	NR_125749	103689912	Hs.410998	NR_125749	ENSG00000267280	TBX2-AS1	-	TBX2 antisense RNA 1	ncRNA
MACS_peak_742	chr5	25831116	25831271	+	58.84	NA	Intergenic	NA	640131	NR_136209	105374693	Hs.628714	NR_136209		LINC02211	-	long intergenic non-protein coding RNA 2211	ncRNA
MACS_peak_74	chr10	3084771	3085001	+	58.67	NA	Intergenic	NA	24239	NR_160681	101927824		NR_160681		LOC101927824	-	uncharacterized LOC101927824	ncRNA
MACS_peak_91	chr10	24086745	24086986	+	58.43	NA	intron (NM_001098500, intron 1 of 18)	NA	103209	NM_001098500	56243	Hs.445885	NM_019590	ENSG00000120549	KIAA1217	ETL4|SKT	KIAA1217	protein-coding
MACS_peak_807	chr6	135503578	135503819	+	58.43	NA	intron (NR_134962, intron 1 of 14)	NA	1252	NM_001130172	4602	Hs.606320	NM_005375	ENSG00000118513	MYB	Cmyb|c-myb|c-myb_CDS|efg	MYB proto-oncogene, transcription factor	protein-coding
MACS_peak_728	chr4	149484369	149484571	+	58.22	NA	Intergenic	NA	-118620	NM_001354819	4306	Hs.163924	NM_000901	ENSG00000151623	NR3C2	MCR|MLR|MR|NR3C2VIT	nuclear receptor subfamily 3 group C member 2	protein-coding
MACS_peak_243	chr14	61095043	61095262	+	58.15	NA	Intergenic	NA	-10782	NR_126480	104548971		NR_126480		SALRNA1	SAL-RNA1|XLOC_023166	senescence associated long non-coding RNA 1	ncRNA
MACS_peak_930	chr9	97545295	97545512	+	58.00	NA	intron (NM_001193331, intron 3 of 7)	NA	23472	NM_001193329	84909	Hs.434253	NM_032823	ENSG00000148120	AOPEP	AP-O|APO|C90RF3|C9orf3|ONPEP	aminopeptidase O (putative)	protein-coding
MACS_peak_471	chr2	20271738	20271901	+	57.96	NA	Intergenic	NA	-20430	NM_014713	9741	Hs.467807	NM_014713	ENSG00000068697	LAPTM4A	HUMORF13|LAPTM4|MBNT|Mtrp	lysosomal protein transmembrane 4 alpha	protein-coding
MACS_peak_68	chr1	216104721	216104888	+	57.83	NA	intron (NM_206933, intron 38 of 71)	NA	-141003	NR_125992	102723833	Hs.232072	NR_125992	ENSG00000233620	LOC102723833	-	uncharacterized LOC102723833	ncRNA
MACS_peak_389	chr17	48942817	48943055	+	57.74	NA	intron (NM_001243877, intron 2 of 2)	NA	779	NM_001243885	10140	Hs.703321	NM_005749	ENSG00000141232	TOB1	APRO5|APRO6|PIG49|TOB|TROB|TROB1	transducer of ERBB2, 1	protein-coding
