PeakID (cmd=annotatePeaks.pl ESR1_WTE.macsPeaks.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MACS_peak_2261	chr15	55467298	55467978	+	185.03	NA	NA	NA	21501	NM_016304	51187	Hs.274772	NM_016304	ENSG00000137876	RSL24D1	C15orf15|HRP-L30-iso|L30|RLP24|RPL24|RPL24L|TVAS3	ribosomal L24 domain containing 1	protein-coding
MACS_peak_7041	chr9	126108267	126108862	+	184.94	NA	NA	NA	-9912	NM_173689	286204	Hs.568340	NM_173689	ENSG00000148204	CRB2	FSGS9|VMCKD	crumbs cell polarity complex component 2	protein-coding
MACS_peak_5351	chr4	77493141	77493867	+	184.74	NA	NA	NA	-1217	NR_039654	100616299		NR_039654	ENSG00000263445	MIR4450	mir-4450	microRNA 4450	ncRNA
MACS_peak_1670	chr12	123544537	123545347	+	184.69	NA	NA	NA	-20989	NR_038290	100507091	Hs.683912	NR_038290	ENSG00000251497	PITPNM2-AS1	-	PITPNM2 antisense RNA 1	ncRNA
MACS_peak_4077	chr2	208215963	208216691	+	184.65	NA	NA	NA	-82179	NR_031633	100302130		NR_031633	ENSG00000221628	MIR1302-4	MIRN1302-4|hsa-mir-1302-4	microRNA 1302-4	ncRNA
MACS_peak_4444	chr21	18500663	18501332	+	184.63	NA	NA	NA	-310211	NR_037586	100505929	Hs.46707	NM_001005521	ENSG00000232560	LINC01549	C21orf37	long intergenic non-protein coding RNA 1549	ncRNA
MACS_peak_5901	chr6	31239415	31239991	+	184.51	NA	NA	NA	166	NM_002117	3107	Hs.656020	NM_002117	ENSG00000204525	HLA-C	D6S204|HLA-JY3|HLAC|HLC-C|MHC|PSORS1	major histocompatibility complex, class I, C	protein-coding
MACS_peak_6123	chr6	158243375	158244030	+	183.84	NA	NA	NA	-576	NM_016224	51429	Hs.191213	NM_016224	ENSG00000130340	SNX9	SDP1|SH3PX1|SH3PXD3A|WISP	sorting nexin 9	protein-coding
MACS_peak_5587	chr5	60600192	60600907	+	183.83	NA	NA	NA	-27536	NM_020928	57688	Hs.744939	NM_020928	ENSG00000130449	ZSWIM6	AFND|NEDMAGA	zinc finger SWIM-type containing 6	protein-coding
MACS_peak_2999	chr17	55346830	55347515	+	183.74	NA	NA	NA	12792	NM_170721	124540	Hs.658922	NM_138962	ENSG00000153944	MSI2	MSI2H	musashi RNA binding protein 2	protein-coding
MACS_peak_6970	chr9	100908479	100909310	+	183.70	NA	NA	NA	26280	NM_003389	7464	Hs.113094	NM_003389	ENSG00000106789	CORO2A	CLIPINB|IR10|WDR2	coronin 2A	protein-coding
MACS_peak_6229	chr7	26692343	26693169	+	183.52	NA	NA	NA	15266	NR_161202	285941	Hs.413394	NR_161201		C7orf71	-	chromosome 7 open reading frame 71	ncRNA
MACS_peak_2664	chr16	68450343	68451053	+	183.49	NA	NA	NA	31713	NM_018667	55512	Hs.368421	NM_018667	ENSG00000103056	SMPD3	NSMASE2	sphingomyelin phosphodiesterase 3	protein-coding
MACS_peak_1866	chr13	114203124	114203569	+	183.45	NA	NA	NA	-35657	NR_026580	7027	Hs.79353	NM_007111	ENSG00000198176	TFDP1	DILC|DP1|DRTF1|Dp-1	transcription factor Dp-1	protein-coding
MACS_peak_634	chr10	6345878	6346670	+	183.33	NA	NA	NA	-22233	NR_040079	399715		NR_040079	ENSG00000215244	LINC02649	-	long intergenic non-protein coding RNA 2649	ncRNA
MACS_peak_646	chr10	9079965	9080835	+	183.32	NA	NA	NA	140448	NR_131944	105755953	Hs.564146	NR_131944	ENSG00000234752	LINC02676	-	long intergenic non-protein coding RNA 2676	ncRNA
MACS_peak_5750	chr5	159596867	159597251	+	183.19	NA	NA	NA	-17329	NM_001130958	2172	Hs.519719	NM_001445	ENSG00000170231	FABP6	I-15P|I-BABP|I-BALB|I-BAP|ILBP|ILBP3|ILLBP	fatty acid binding protein 6	protein-coding
MACS_peak_2838	chr17	7124546	7125018	+	183.08	NA	NA	NA	-1413	NM_001365	1742	Hs.463928	NM_001365	ENSG00000132535	DLG4	PSD95|SAP-90|SAP90	discs large MAGUK scaffold protein 4	protein-coding
MACS_peak_141	chr1	27868481	27869066	+	183.07	NA	NA	NA	-52095	NM_001201404	10163	Hs.469244	NM_006990	ENSG00000158195	WASF2	IMD2|SCAR2|WASF4|WAVE2|dJ393P12.2	WASP family member 2	protein-coding
MACS_peak_4463	chr21	36100594	36101334	+	183.01	NA	NA	NA	8515	NR_024351	54064	Hs.436868	NR_024351	ENSG00000230978	LINC00160	C21orf52|NCRNA00160	long intergenic non-protein coding RNA 160	ncRNA
MACS_peak_5915	chr6	33768435	33768973	+	182.97	NA	NA	NA	3076	NM_001040109	4295	Hs.2813	NM_002418	ENSG00000096395	MLN	-	motilin	protein-coding
MACS_peak_969	chr10	117757386	117758424	+	182.89	NA	NA	NA	196396	NR_145811	109623470		NR_145811		SNORD158	-	small nucleolar RNA, C/D box 158	snoRNA
MACS_peak_5325	chr4	41134189	41134696	+	182.87	NA	NA	NA	82117	NM_001166050	323	Hs.479602	NM_004307	ENSG00000163697	APBB2	FE65L|FE65L1	amyloid beta precursor protein binding family B member 2	protein-coding
MACS_peak_6890	chr9	73027672	73028801	+	182.79	NA	NA	NA	1337	NM_001206	687	Hs.150557	NM_001206	ENSG00000119138	KLF9	BTEB|BTEB1	Kruppel like factor 9	protein-coding
MACS_peak_6497	chr7	158349262	158349775	+	182.74	NA	NA	NA	-15050	NM_001308268	5799	Hs.490789	NM_002847	ENSG00000155093	PTPRN2	IA-2beta|IAR|ICAAR|PTPRP|R-PTP-N2	protein tyrosine phosphatase receptor type N2	protein-coding
MACS_peak_3478	chr19	35824828	35825416	+	182.59	NA	NA	NA	5032	NM_001185099	933	Hs.579691	NM_001771	ENSG00000012124	CD22	SIGLEC-2|SIGLEC2	CD22 molecule	protein-coding
MACS_peak_6444	chr7	140096186	140096698	+	182.56	NA	NA	NA	1888	NR_156491	84255	Hs.446021	NM_032295	ENSG00000157800	SLC37A3	-	solute carrier family 37 member 3	protein-coding
MACS_peak_827	chr10	76345309	76346054	+	182.43	NA	NA	NA	-56599	NR_120673	102723439		NR_120673		LOC102723439	-	uncharacterized LOC102723439	ncRNA
MACS_peak_7279	chrX	130699862	130700375	+	182.36	NA	NA	NA	22070	NM_001004486	347468	Hs.553711	NM_001004486	ENSG00000171054	OR13H1	ORX1	olfactory receptor family 13 subfamily H member 1	protein-coding
MACS_peak_1102	chr11	30416511	30417178	+	182.09	NA	NA	NA	72193	NM_152316	120534	Hs.502208	NM_152316	ENSG00000152219	ARL14EP	ARF7EP|C11orf46|dJ299F11.1	ADP ribosylation factor like GTPase 14 effector protein	protein-coding
MACS_peak_3503	chr19	39624707	39625376	+	181.80	NA	NA	NA	8615	NM_001014832	10298	Hs.20447	NM_005884	ENSG00000130669	PAK4	-	p21 (RAC1) activated kinase 4	protein-coding
MACS_peak_625	chr10	5545190	5545839	+	181.77	NA	NA	NA	-3981	NM_017422	51806	Hs.180142	NM_017422	ENSG00000178372	CALML5	CLSP	calmodulin like 5	protein-coding
MACS_peak_7213	chrX	40378223	40378769	+	181.60	NA	NA	NA	-61726	NM_005765	10159	Hs.495960	NM_005765	ENSG00000182220	ATP6AP2	APT6M8-9|ATP6IP2|ATP6M8-9|ELDF10|HT028|M8-9|MRXE|MRXSH|MSTP009|PRR|RENR|XMRE|XPDS	ATPase H+ transporting accessory protein 2	protein-coding
MACS_peak_3655	chr2	25896610	25897072	+	181.54	NA	NA	NA	-298	NM_001256304	1838	Hs.307720	NM_021907	ENSG00000138101	DTNB	-	dystrobrevin beta	protein-coding
MACS_peak_6567	chr8	23651338	23651933	+	181.49	NA	NA	NA	60684	NM_003155	6781	Hs.25590	NM_003155	ENSG00000159167	STC1	STC	stanniocalcin 1	protein-coding
MACS_peak_3180	chr18	11268655	11269407	+	181.41	NA	NA	NA	-120270	NM_022068	63895	Hs.436902	NM_022068	ENSG00000154864	PIEZO2	C18orf30|C18orf58|DA3|DA5|DAIPT|FAM38B|FAM38B2|HsT748|HsT771|MWKS	piezo type mechanosensitive ion channel component 2	protein-coding
MACS_peak_2978	chr17	48559507	48560530	+	181.15	NA	NA	NA	3797	NM_018346	55316	Hs.8033	NM_018346	ENSG00000136444	RSAD1	HemW	radical S-adenosyl methionine domain containing 1	protein-coding
MACS_peak_4644	chr22	29219808	29220433	+	181.03	NA	NA	NA	-23560	NM_005080	7494	Hs.437638	NM_005080	ENSG00000100219	XBP1	TREB-5|TREB5|XBP-1|XBP2	X-box binding protein 1	protein-coding
MACS_peak_2876	chr17	25574198	25574796	+	181.02	NA	NA	NA	46525	NR_039748	100616277		NR_039748	ENSG00000263583	MIR4522	-	microRNA 4522	ncRNA
MACS_peak_3964	chr2	155764139	155765127	+	181.01	NA	NA	NA	209426	NM_001260509	3760	Hs.591606	NM_002239	ENSG00000162989	KCNJ3	GIRK1|KGA|KIR3.1	potassium voltage-gated channel subfamily J member 3	protein-coding
MACS_peak_3127	chr17	79920594	79921163	+	180.92	NA	NA	NA	-1815	NM_178493	147111	Hs.106137	NM_178493	ENSG00000185269	NOTUM	hNOTUM	notum, palmitoleoyl-protein carboxylesterase	protein-coding
MACS_peak_6553	chr8	18203171	18203960	+	180.82	NA	NA	NA	-45227	NM_000015	10	Hs.2	NM_000015	ENSG00000156006	NAT2	AAC2|NAT-2|PNAT	N-acetyltransferase 2	protein-coding
MACS_peak_616	chr10	1016178	1017209	+	180.65	NA	NA	NA	-17681	NM_012341	23560	Hs.215766	NM_012341	ENSG00000107937	GTPBP4	CRFG|NGB|NOG1	GTP binding protein 4	protein-coding
MACS_peak_5181	chr3	189148131	189148857	+	180.58	NA	NA	NA	-166041	NM_001329964	8626	Hs.137569	NM_003722	ENSG00000073282	TP63	AIS|B(p51A)|B(p51B)|EEC3|KET|LMS|NBP|OFC8|RHS|SHFM4|TP53CP|TP53L|TP73L|p40|p51|p53CP|p63|p73H|p73L	tumor protein p63	protein-coding
MACS_peak_4414	chr20	62197031	62198067	+	180.45	NA	NA	NA	1558	NM_033405	85441	Hs.517180	NM_033405	ENSG00000130589	HELZ2	PDIP-1|PRIC285	helicase with zinc finger 2	protein-coding
MACS_peak_3242	chr18	47249870	47250549	+	180.37	NA	NA	NA	89694	NM_006111	10449	Hs.200136	NM_006111	ENSG00000167315	ACAA2	DSAEC	acetyl-CoA acyltransferase 2	protein-coding
MACS_peak_1589	chr12	102001895	102002779	+	180.21	NA	NA	NA	13588	NM_002465	4604	Hs.654589	NM_002465	ENSG00000196091	MYBPC1	LCCS4|MYBPCC|MYBPCS	myosin binding protein C, slow type	protein-coding
MACS_peak_6730	chr8	115157586	115158274	+	180.04	NA	NA	NA	-708762	NM_198123	114788	Hs.91381	NM_052900	ENSG00000164796	CSMD3	-	CUB and Sushi multiple domains 3	protein-coding
MACS_peak_7248	chrX	100706401	100707415	+	179.88	NA	NA	NA	-33535	NR_045862	100131755	Hs.729062	NM_152583	ENSG00000196440	ARMCX4	CXorf35|GASP4	armadillo repeat containing X-linked 4	protein-coding
MACS_peak_3263	chr18	59466132	59466649	+	179.83	NA	NA	NA	50981	NR_103449	100996669	Hs.586981	NR_103449		LINC01544	-	long intergenic non-protein coding RNA 1544	ncRNA
MACS_peak_650	chr10	11847388	11848071	+	179.81	NA	NA	NA	-17626	NM_153256	254427	Hs.435775	NM_153256	ENSG00000148426	PROSER2	C10orf47	proline and serine rich 2	protein-coding
MACS_peak_4866	chr3	39191799	39192220	+	179.77	NA	NA	NA	3073	NM_033027	64651	Hs.370950	NM_033027	ENSG00000144655	CSRNP1	AXUD1|CSRNP-1|FAM130B|TAIP-3|URAX1	cysteine and serine rich nuclear protein 1	protein-coding
MACS_peak_506	chr1	202152289	202153228	+	179.71	NA	NA	NA	-10360	NM_001017403	59352	Hs.497402	NM_021636	ENSG00000133067	LGR6	GPCR|VTS20631	leucine rich repeat containing G protein-coupled receptor 6	protein-coding
MACS_peak_2138	chr14	99980689	99981400	+	179.55	NA	NA	NA	33298	NM_001099402	8812	Hs.510409	NM_003858	ENSG00000090061	CCNK	CPR4|IDDHDF	cyclin K	protein-coding
MACS_peak_4438	chr21	16714877	16715562	+	179.53	NA	NA	NA	-277898	NM_003489	8204	Hs.155017	NM_003489	ENSG00000180530	NRIP1	CAKUT3|RIP140	nuclear receptor interacting protein 1	protein-coding
MACS_peak_4739	chr22	43123390	43123856	+	179.50	NA	NA	NA	-6316	NM_001318038	53947	Hs.105956	NM_017436	ENSG00000128274	A4GALT	A14GALT|A4GALT1|Gb3S|P(k)|P1|P1PK|PK	alpha 1,4-galactosyltransferase (P blood group)	protein-coding
MACS_peak_4052	chr2	189715445	189715973	+	179.49	NA	NA	NA	-60859	NR_161166	116093	Hs.470892	NM_052952	ENSG00000174325	DIRC1	-	disrupted in renal carcinoma 1	ncRNA
MACS_peak_4928	chr3	58374339	58374874	+	179.46	NA	NA	NA	44953	NM_000925	5162	Hs.161357	NM_000925	ENSG00000168291	PDHB	PDHBD|PDHE1-B|PDHE1B|PHE1B	pyruvate dehydrogenase E1 beta subunit	protein-coding
MACS_peak_5348	chr4	75504911	75505738	+	179.40	NA	NA	NA	24695	NM_001657	374	Hs.270833	NM_001657	ENSG00000109321	AREG	AR|AREGB|CRDGF|SDGF	amphiregulin	protein-coding
MACS_peak_6040	chr6	112339894	112340836	+	179.37	NA	NA	NA	-34913	NM_003880	8838	Hs.558428	NM_003880	ENSG00000112761	CCN6	LIBC|PPAC|PPD|WISP-3|WISP3	cellular communication network factor 6	protein-coding
MACS_peak_1357	chr11	117790455	117791015	+	179.25	NA	NA	NA	9382	NM_001244995	84000	Hs.266308	NM_032046	ENSG00000137747	TMPRSS13	MSP|MSPL|MSPS|TMPRSS11	transmembrane serine protease 13	protein-coding
MACS_peak_358	chr1	149989188	149990056	+	179.15	NA	NA	NA	-6947	NM_020205	56957	Hs.98322	NM_020205	ENSG00000264522	OTUD7B	CEZANNE|ZA20D1	OTU deubiquitinase 7B	protein-coding
MACS_peak_6605	chr8	37427660	37428090	+	179.12	NA	NA	NA	-48971	NR_121621	100507420	Hs.105962	NR_121620		LINC01605	LincDUSP	long intergenic non-protein coding RNA 1605	ncRNA
MACS_peak_5461	chr4	164369392	164370024	+	179.12	NA	NA	NA	25198	NM_032136	84076	Hs.303923	NM_032136	ENSG00000151005	TKTL2	-	transketolase like 2	protein-coding
MACS_peak_138	chr1	27240532	27241003	+	179.10	NA	NA	NA	-301	NM_021969	8431	Hs.427055	NM_021969	ENSG00000131910	NR0B2	SHP|SHP1	nuclear receptor subfamily 0 group B member 2	protein-coding
MACS_peak_4048	chr2	186094107	186094787	+	179.05	NA	NA	NA	-62648	NR_136319	105373782	Hs.128285	NR_136319		LOC105373782	-	uncharacterized LOC105373782	ncRNA
MACS_peak_6330	chr7	78338891	78339459	+	179.05	NA	NA	NA	-299129	NR_046689	100874021	Hs.128252	NR_046689	ENSG00000226978	MAGI2-AS2	-	MAGI2 antisense RNA 2	ncRNA
MACS_peak_1214	chr11	69339285	69340022	+	179.04	NA	NA	NA	39324	NR_120545	101928292	Hs.736219	NR_120542		LINC01488	BRCAT8	long intergenic non-protein coding RNA 1488	ncRNA
MACS_peak_2628	chr16	56406837	56407460	+	178.79	NA	NA	NA	51753	NM_001323511	267	Hs.295137	NM_001144	ENSG00000159461	AMFR	GP78|RNF45	autocrine motility factor receptor	protein-coding
MACS_peak_1751	chr13	30597145	30597918	+	178.66	NA	NA	NA	85481	NR_046998	100874146	Hs.574116	NR_046998	ENSG00000224511	LINC00365	-	long intergenic non-protein coding RNA 365	ncRNA
MACS_peak_5506	chr5	3162156	3162770	+	178.57	NA	NA	NA	-15486	NR_104617	102467074	Hs.575250	NR_104617	ENSG00000249808	LINC01377	-	long intergenic non-protein coding RNA 1377	ncRNA
MACS_peak_7124	chr9	137287241	137287984	+	178.53	NA	NA	NA	-10794	NM_001291921	6256	Hs.590886	NM_002957	ENSG00000186350	RXRA	NR2B1	retinoid X receptor alpha	protein-coding
MACS_peak_2023	chr14	75649675	75650338	+	178.53	NA	NA	NA	-6691	NM_006827	10972	Hs.74137	NM_006827	ENSG00000170348	TMED10	P24(DELTA)|S31I125|S31III125|TMP21|Tmp-21-I|p23|p24d1	transmembrane p24 trafficking protein 10	protein-coding
MACS_peak_18	chr1	3398607	3399235	+	178.53	NA	NA	NA	27692	NM_014448	27237	Hs.87435	NM_014448	ENSG00000130762	ARHGEF16	GEF16|NBR	Rho guanine nucleotide exchange factor 16	protein-coding
MACS_peak_2806	chr16	89114701	89115693	+	178.53	NA	NA	NA	-45020	NM_001243279	197322	Hs.461727	NM_174917	ENSG00000176715	ACSF3	-	acyl-CoA synthetase family member 3	protein-coding
MACS_peak_1212	chr11	69325311	69326196	+	178.53	NA	NA	NA	25424	NR_120545	101928292	Hs.736219	NR_120542		LINC01488	BRCAT8	long intergenic non-protein coding RNA 1488	ncRNA
MACS_peak_6950	chr9	95750718	95751361	+	178.53	NA	NA	NA	14288	NM_001369952	89846	Hs.411081	NM_033086	ENSG00000127084	FGD3	ZFYVE5	FYVE, RhoGEF and PH domain containing 3	protein-coding
MACS_peak_6048	chr6	119797377	119797987	+	178.44	NA	NA	NA	14785	NR_046100	285762	Hs.571063	NR_046100		LOC285762	-	uncharacterized LOC285762	ncRNA
MACS_peak_2347	chr15	74035111	74035887	+	178.28	NA	NA	NA	8317	NM_001039614	388135	Hs.40794	NM_001039614	ENSG00000205363	INSYN1	C15orf59	inhibitory synaptic factor 1	protein-coding
MACS_peak_2248	chr15	47809985	47810592	+	178.19	NA	NA	NA	-199414	NM_001358351	80031	Hs.511265	NM_020858	ENSG00000137872	SEMA6D	-	semaphorin 6D	protein-coding
MACS_peak_5377	chr4	97622844	97623703	+	177.86	NA	NA	NA	391419	NR_147149	105377338		NR_147149		LINC02267	-	long intergenic non-protein coding RNA 2267	ncRNA
MACS_peak_6116	chr6	157073834	157074361	+	177.72	NA	NA	NA	-24892	NM_001346813	57492	Hs.291587	NM_017519	ENSG00000049618	ARID1B	6A3-5|BAF250B|BRIGHT|CSS1|DAN15|ELD/OSA1|MRD12|OSA2|P250R	AT-rich interaction domain 1B	protein-coding
MACS_peak_4245	chr20	32581374	32581913	+	177.44	NA	NA	NA	-74	NM_016732	22913	Hs.136947	NM_007367	ENSG00000125970	RALY	HNRPCL2|P542	RALY heterogeneous nuclear ribonucleoprotein	protein-coding
MACS_peak_5974	chr6	45643123	45643823	+	177.44	NA	NA	NA	253461	NM_001278478	860	Hs.535845	NM_004348	ENSG00000124813	RUNX2	AML3|CBF-alpha-1|CBFA1|CCD|CCD1|CLCD|OSF-2|OSF2|PEA2aA|PEBP2aA	RUNX family transcription factor 2	protein-coding
MACS_peak_1314	chr11	87634926	87635338	+	177.41	NA	NA	NA	-204829	NR_135090	105369423	Hs.125442	NR_135090	ENSG00000255183	LINC02711	-	long intergenic non-protein coding RNA 2711	ncRNA
MACS_peak_333	chr1	116255540	116256239	+	177.02	NA	NA	NA	55537	NM_001232	845	Hs.57975	NM_001232	ENSG00000118729	CASQ2	PDIB2	calsequestrin 2	protein-coding
MACS_peak_172	chr1	35252999	35254348	+	177.01	NA	NA	NA	-4927	NM_002060	2701	Hs.296310	NM_002060	ENSG00000187513	GJA4	CX37	gap junction protein alpha 4	protein-coding
MACS_peak_6230	chr7	26728984	26729961	+	176.99	NA	NA	NA	51982	NR_161202	285941	Hs.413394	NR_161201		C7orf71	-	chromosome 7 open reading frame 71	ncRNA
MACS_peak_207	chr1	42288765	42289503	+	176.91	NA	NA	NA	95459	NR_038260	59269	Hs.403972	NM_024503	ENSG00000127124	HIVEP3	KBP-1|KBP1|KRC|SHN3|Schnurri-3|ZAS3|ZNF40C	human immunodeficiency virus type I enhancer binding protein 3	protein-coding
MACS_peak_1869	chr13	114631597	114632012	+	176.82	NA	NA	NA	160	NR_047495	100861555	Hs.353773	NR_047495	ENSG00000260910	LINC00565	-	long intergenic non-protein coding RNA 565	ncRNA
MACS_peak_4961	chr3	65907737	65908244	+	176.70	NA	NA	NA	28499	NR_046575	100873983	Hs.663889	NR_046575	ENSG00000240175	MAGI1-AS1	-	MAGI1 antisense RNA 1	ncRNA
MACS_peak_2071	chr14	91592415	91593125	+	176.56	NA	NA	NA	0	NR_003709	100124539	Hs.693444	NR_003709	ENSG00000221102	SNORA11B	-	small nucleolar RNA, H/ACA box 11B	snoRNA
MACS_peak_2418	chr15	92115337	92115760	+	176.55	NA	NA	NA	108979	NR_110106	101926928	Hs.638788	NR_110106	ENSG00000258551	CRAT37	-	cervical cancer-associated transcript 37	ncRNA
MACS_peak_73	chr1	15611359	15612066	+	176.49	NA	NA	NA	37991	NM_052929	114827	Hs.659997	NM_052929	ENSG00000142621	FHAD1	-	forkhead associated phosphopeptide binding domain 1	protein-coding
MACS_peak_3890	chr2	121324629	121325188	+	176.34	NA	NA	NA	-100983	NR_027181	84931	Hs.334519	NM_032845	ENSG00000280409	LINC01101	-	long intergenic non-protein coding RNA 1101	ncRNA
MACS_peak_2699	chr16	75458168	75459135	+	176.32	NA	NA	NA	8750	NM_006324	10428	Hs.461361	NM_006324	ENSG00000153774	CFDP1	BCNT|BUCENTAUR|CENP-29|CP27|SWC5|Yeti|p97	craniofacial development protein 1	protein-coding
MACS_peak_4830	chr3	14481068	14481840	+	176.26	NA	NA	NA	37348	NM_001134368	6533	Hs.529488	NM_003043	ENSG00000131389	SLC6A6	TAUT	solute carrier family 6 member 6	protein-coding
MACS_peak_6200	chr7	5467154	5468045	+	176.20	NA	NA	NA	959	NM_001354886	100129484	Hs.147507	NM_001354886		LOC100129484	-	uncharacterized LOC100129484	protein-coding
MACS_peak_4790	chr3	4155249	4155683	+	176.16	NA	NA	NA	-189522	NM_001320678	6419	Hs.475300	NM_006515	ENSG00000170364	SETMAR	METNASE|Mar1	SET domain and mariner transposase fusion gene	protein-coding
MACS_peak_6756	chr8	124465899	124466434	+	176.13	NA	NA	NA	37152	NM_018024	55093	Hs.18029	NM_018024	ENSG00000156795	WDYHV1	C8orf32	WDYHV motif containing 1	protein-coding
MACS_peak_705	chr10	29399297	29399836	+	176.09	NA	NA	NA	-178433	NM_032517	84569	Hs.558572	NM_032517	ENSG00000120563	LYZL1	KAAG648|LYC2|LYZD1|PRO1278|bA534G20.1	lysozyme like 1	protein-coding
MACS_peak_4741	chr22	43196687	43197398	+	175.95	NA	NA	NA	56237	NM_001142293	26286	Hs.685225	NM_014570	ENSG00000242247	ARFGAP3	ARFGAP1	ADP ribosylation factor GTPase activating protein 3	protein-coding
MACS_peak_342	chr1	117401534	117401984	+	175.86	NA	NA	NA	-50779	NM_020440	5738	Hs.418093	NM_020440	ENSG00000134247	PTGFRN	CD315|CD9P-1|EWI-F|FPRP|SMAP-6	prostaglandin F2 receptor inhibitor	protein-coding
MACS_peak_5034	chr3	126107809	126108322	+	175.65	NA	NA	NA	5576	NR_103787	100506907	Hs.369473	NR_103787	ENSG00000249833	CCDC37-DT	CCDC37-AS1	CCDC37 divergent transcript	ncRNA
MACS_peak_6842	chr9	4923013	4923526	+	175.65	NA	NA	NA	-61817	NM_001322194	3717	Hs.656213	NM_004972	ENSG00000096968	JAK2	JTK10|THCYT3	Janus kinase 2	protein-coding
MACS_peak_1526	chr12	56387521	56388155	+	175.60	NA	NA	NA	-3222	NM_001032386	6821	Hs.558403	NM_000456	ENSG00000139531	SUOX	-	sulfite oxidase	protein-coding
MACS_peak_5959	chr6	43459641	43460454	+	175.58	NA	NA	NA	2551	NM_001350568	93643	Hs.520145	NM_080604	ENSG00000137221	TJAP1	PILT|TJP4	tight junction associated protein 1	protein-coding
MACS_peak_3749	chr2	67392597	67393284	+	175.54	NA	NA	NA	-47600	NR_110568	101927661	Hs.580508	NR_110568	ENSG00000235885	LOC101927661	-	uncharacterized LOC101927661	ncRNA
MACS_peak_708	chr10	29438824	29439374	+	175.43	NA	NA	NA	-138900	NM_032517	84569	Hs.558572	NM_032517	ENSG00000120563	LYZL1	KAAG648|LYC2|LYZD1|PRO1278|bA534G20.1	lysozyme like 1	protein-coding
MACS_peak_5397	chr4	108174676	108175267	+	175.42	NA	NA	NA	-217501	NM_014421	27123	Hs.211869	NM_014421	ENSG00000155011	DKK2	DKK-2	dickkopf WNT signaling pathway inhibitor 2	protein-coding
MACS_peak_3285	chr19	617365	617788	+	175.25	NA	NA	NA	15961	NM_005035	5442	Hs.254113	NM_005035	ENSG00000099821	POLRMT	APOLMT|MTRNAP|MTRPOL|h-mtRPOL	RNA polymerase mitochondrial	protein-coding
MACS_peak_448	chr1	182097956	182098593	+	175.17	NA	NA	NA	-67427	NM_001009992	127665	Hs.684328	NM_001009992	ENSG00000179930	ZNF648	-	zinc finger protein 648	protein-coding
MACS_peak_2612	chr16	53079358	53079848	+	174.98	NA	NA	NA	7182	NR_136518	105371267	Hs.147562	NR_136518	ENSG00000277639	LOC105371267	PR-lncRNA-1	p53-regulated lncRNA 1	ncRNA
MACS_peak_3111	chr17	77786474	77787251	+	174.82	NA	NA	NA	-10389	NR_146504	105371919		NR_146504	ENSG00000262772	LINC01977	-	long intergenic non-protein coding RNA 1977	ncRNA
MACS_peak_4062	chr2	196458609	196459481	+	174.69	NA	NA	NA	-62637	NM_001127257	57181	Hs.650158	NM_020342	ENSG00000196950	SLC39A10	LZT-Hs2	solute carrier family 39 member 10	protein-coding
MACS_peak_4972	chr3	71257666	71258338	+	174.67	NA	NA	NA	36226	NM_001244814	27086	Hs.59368	NM_032682	ENSG00000114861	FOXP1	12CC4|HSPC215|MFH|QRF1|hFKH1B	forkhead box P1	protein-coding
MACS_peak_2394	chr15	87434731	87435173	+	174.45	NA	NA	NA	-41159	NR_135682	105370954	Hs.668501	NR_135682	ENSG00000259636	LOC105370954	-	uncharacterized LOC105370954	ncRNA
MACS_peak_6426	chr7	132318710	132319338	+	174.14	NA	NA	NA	14423	NM_181775	91584	Hs.511454	NM_020911	ENSG00000221866	PLXNA4	FAYV2820|PLEXA4|PLXNA4A|PLXNA4B|PRO34003	plexin A4	protein-coding
MACS_peak_728	chr10	32649091	32649722	+	174.14	NA	NA	NA	13114	NR_104163	102031319	Hs.128132	NR_104163	ENSG00000229327	LOC102031319	-	uncharacterized LOC102031319	ncRNA
MACS_peak_6376	chr7	101333513	101334152	+	174.14	NA	NA	NA	-61256	NM_138403	93408	Hs.247831	NM_138403	ENSG00000106436	MYL10	MYLC2PL|PLRLC	myosin light chain 10	protein-coding
MACS_peak_1345	chr11	116413400	116414090	+	174.14	NA	NA	NA	-96394	NR_135069	101929011	Hs.733911	NR_135069	ENSG00000237937	LINC02702	-	long intergenic non-protein coding RNA 2702	ncRNA
MACS_peak_4924	chr3	58087650	58088102	+	174.14	NA	NA	NA	68486	NR_135534	105377105	Hs.613914	NR_135534	ENSG00000244161	FLNB-AS1	-	FLNB antisense RNA 1	ncRNA
MACS_peak_1068	chr11	8710248	8710645	+	174.14	NA	NA	NA	3460	NR_002977	677826	Hs.745552	NR_002977	ENSG00000212607	SNORA3B	ACA3-2|SNORA45|SNORA45B	small nucleolar RNA, H/ACA box 3B	snoRNA
MACS_peak_3853	chr2	109886862	109887394	+	174.14	NA	NA	NA	42953	NR_036224	100423027		NR_036224	ENSG00000265965	MIR4266	-	microRNA 4266	ncRNA
MACS_peak_5662	chr5	117475048	117475634	+	174.14	NA	NA	NA	-142928	NR_104609	100505811	Hs.369776	NR_104609	ENSG00000250427	LINC02148	HNCAT21	long intergenic non-protein coding RNA 2148	ncRNA
